program,year,happy,field_interest,team_responsible,professor,work_setting,work_outfit,start_work,design,analyze,gather_information,prefer,part_of,working_on,cause,goals,conversation,develop,working_with,leader,gender
Mechatronics Engineering,2,Yes,Software Development,The Robot,"Mark Zuckerberg, Founder of Facebook",In an office,Business Casual,Work for a large corporation,I can see function and tangibly touch the parts,Test results,By talking to the people who use the system,Read,Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Machinery,Yes,Female
Mechatronics Engineering,Alumni,Yes,Manufacturing,The Robot,"Elon Musk, Founder of Tesla",In a laboratory,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Test results,By analyzing the design and implementation of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Machinery,No,Male
Mechatronics Engineering,1,Yes,Software Development,The Internet,"Elon Musk, Founder of Tesla",In the outdoors,Business Casual,Work for a large corporation,I can see function and tangibly touch the parts,Test results,By analyzing the design and implementation of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Health,A week from now,A microchip that is smaller than usual but twice as powerful as before,Math,Machinery,Yes,Male
Mechatronics Engineering,1,Yes,Software Development,The Robot,"Elon Musk, Founder of Tesla",In the outdoors,Extremely Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Blue prints and design drawings,By analyzing the design and implementation of the system,Listen,Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A week from now,A microchip that is smaller than usual but twice as powerful as before,Technology,Computers,No,Male
Mechatronics Engineering,2,Yes,Research,The Robot,"Elon Musk, Founder of Tesla",In the outdoors,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By talking to the people who use the system,Read,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,A week from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,People,Yes,Male
Mechatronics Engineering,1,Yes,Software Development,The Robot,"Mark Zuckerberg, Founder of Facebook",In a laboratory,Business Casual,Work for a large corporation,I can see function and tangibly touch the parts,Graphs and charts,By analyzing the internal components of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Health,Five years from now,A new way to deal with movement in the Earth劌製 surface to protect buildings from earthquakes,Math,Machinery,Yes,Female
Mechatronics Engineering,1,Yes,Software Development,The Robot,"Elon Musk, Founder of Tesla",In an office,Business Casual,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the inputs and outputs of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,One year from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,No,Female
Mechatronics Engineering,3,Yes,Research,The Automobile,"Elon Musk, Founder of Tesla",In the outdoors,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Test results,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,One year from now,A microchip that is smaller than usual but twice as powerful as before,Math,People,Yes,Male
Mechatronics Engineering,1,Yes,Software Development,The Automobile,"Elon Musk, Founder of Tesla",In a manufacturing facility,Extremely Casual,Work for a large corporation,I can see function and tangibly touch the parts,Test results,By talking to the people who use the system,Listen,Multidisciplinary team,Continuously change and update requirements as you go,Environment,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,Machinery,Yes,Male
Mechatronics Engineering,4,Yes,Research,The Robot,"Elon Musk, Founder of Tesla",In a laboratory,Extremely Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the inputs and outputs of the system,Listen,Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,Yes,Male
Mechatronics Engineering,2,Yes,Manufacturing,The Robot,"David Suzuki, Environmental Activist",In a manufacturing facility,Business Casual,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Human Rights,Today,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Machinery,No,Male
Mechatronics Engineering,Alumni,Yes,Research,The Robot,"Elon Musk, Founder of Tesla",In a laboratory,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Graphs and charts,By analyzing the design and implementation of the system,Read,Multidisciplinary team,Continuously change and update requirements as you go,Human Rights,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Math,Computers,No,Male
Mechatronics Engineering,2,Yes,Manufacturing,The Robot,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work in a start up,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Read,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,One year from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,People,No,Male
Mechatronics Engineering,3,Yes,Software Development,The Internet,"Elon Musk, Founder of Tesla",In an office,Business Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By talking to the people who use the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,Five years from now,A microchip that is smaller than usual but twice as powerful as before,Technology,People,Yes,Female
